best_fitness,best_robot
0.5879612213416382,"[[4.0, 2.0, 3.0, 4.0, 0.0], [4.0, 4.0, 1.0, 3.0, 1.0], [0.0, 3.0, 0.0, 2.0, 3.0], [4.0, 1.0, 0.0, 0.0, 2.0], [2.0, 3.0, 0.0, 4.0, 1.0]]"
