best_fitness,best_robot
0.23567354130115536,"[[3.0, 0.0, 0.0, 2.0, 2.0], [1.0, 0.0, 0.0, 3.0, 4.0], [2.0, 2.0, 2.0, 0.0, 3.0], [0.0, 0.0, 2.0, 1.0, 3.0], [0.0, 0.0, 3.0, 0.0, 2.0]]"
