NUM_GENERATIONS,MIN_GRID_SIZE,MAX_GRID_SIZE,STEPS,SCENARIO,POP_SIZE,CROSSOVER_RATE,MUTATION_RATE,SURVIVORS_COUNT,PARENT_SELECTION_COUNT,VOXEL_TYPES,CONTROLLER
30,"(5, 5)","(5, 5)",500,Walker-v0,15,0.95,0.03,1,4,"[0, 1, 2, 3, 4]",<function alternating_gait at 0x7fef0f7e2ef0>
