fitness,reward
-0.2937103205765821,-0.0151157234787066
-15.575041534506344,0.12590857969346775
-0.2937103205765821,-0.0151157234787066
10.628657410978706,-3.5720104072705614
-15.575041534506344,0.12590857969346775
-34.31450519018264,-3.636477205218833
-1.3128580317671763,-0.09120790287964126
-35.69014056972034,-3.7083058788095915
5.798488559889318,-0.006289735512966577
6.0446206805069504,-0.006110570430986839
6.046526640885829,-0.026274237670466938
-0.2379563086707095,0.01683413071837092
-0.22118961689717515,-0.06180549282275083
-0.5046507543721415,-0.023318418345625036
-0.19543811754830748,-0.04178611020068396
-0.12451772842193992,-0.04610210893355038
-0.2906937687616362,-0.034156453225611116
-0.2379563086707095,0.01683413071837092
-0.22118961689717515,-0.06180549282275083
-0.5046507543721415,-0.023318418345625036
-0.19543811754830748,-0.04178611020068396
-0.12451772842193992,-0.04610210893355038
-0.2906937687616362,-0.034156453225611116
6.046526640885829,-0.026274237670466938
-0.12451772842193992,-0.04610210893355038
-0.12451772842193992,-0.04610210893355038
-0.2379563086707095,0.01683413071837092
-0.22118961689717515,-0.06180549282275083
-0.5046507543721415,-0.023318418345625036
-0.19543811754830748,-0.04178611020068396
-0.12451772842193992,-0.04610210893355038
-0.2906937687616362,-0.034156453225611116
-0.2379563086707095,0.01683413071837092
-0.22118961689717515,-0.06180549282275083
-0.5046507543721415,-0.023318418345625036
-0.19543811754830748,-0.04178611020068396
-0.12451772842193992,-0.04610210893355038
-0.2906937687616362,-0.034156453225611116
-0.2379563086707095,0.01683413071837092
-0.22118961689717515,-0.06180549282275083
-0.5046507543721415,-0.023318418345625036
-0.19543811754830748,-0.04178611020068396
-0.12451772842193992,-0.04610210893355038
-0.2906937687616362,-0.034156453225611116
-0.2808029967768602,-0.0151157234787066
-15.569668611496247,0.12590857969346775
10.696256986364293,-3.5720104072705614
-34.1353631260246,-3.636477205218833
-1.2275363164523116,-0.09120790287964126
-35.66026262843465,-3.7083058788095915
5.902217191389238,-0.006289735512966577
6.146908333459724,-0.006110570430986839
6.131106794729141,-0.026274237670466938
-0.2379563086707095,0.01683413071837092
-0.22118961689717515,-0.06180549282275083
-0.5046507543721415,-0.023318418345625036
-0.18806168626099207,-0.04178611020068396
-0.12451772842193992,-0.04610210893355038
-0.2833173374743208,-0.034156453225611116
-0.2379563086707095,0.01683413071837092
-0.22118961689717515,-0.06180549282275083
-0.5046507543721415,-0.023318418345625036
-0.18806168626099207,-0.04178611020068396
-0.12451772842193992,-0.04610210893355038
-0.2833173374743208,-0.034156453225611116
6.146908333459724,-0.006110570430986839
-0.12451772842193992,-0.04610210893355038
-0.12451772842193992,-0.04610210893355038
-0.2379563086707095,0.01683413071837092
-0.22118961689717515,-0.06180549282275083
-0.5046507543721415,-0.023318418345625036
-0.18806168626099207,-0.04178611020068396
-0.12451772842193992,-0.04610210893355038
-0.2833173374743208,-0.034156453225611116
-0.2379563086707095,0.01683413071837092
-0.22118961689717515,-0.06180549282275083
-0.5046507543721415,-0.023318418345625036
-0.18806168626099207,-0.04178611020068396
-0.12451772842193992,-0.04610210893355038
-0.2833173374743208,-0.034156453225611116
-0.2379563086707095,0.01683413071837092
-0.22118961689717515,-0.06180549282275083
-0.5046507543721415,-0.023318418345625036
-0.18806168626099207,-0.04178611020068396
-0.12451772842193992,-0.04610210893355038
-0.2833173374743208,-0.034156453225611116
5.605283217996142,0.17486810952806636
-1.7547781923751686,-0.017513212021341318
13.911806482472237,0.1424180088088422
-0.19060934298517512,0.09361119471136536
-0.24262358265114992,0.0964314551528298
-0.19060934298517512,0.09361119471136536
-0.17342233428832926,0.1011666383975876
-0.24262358265114992,0.0964314551528298
-0.1894008594767716,0.09063279890638914
4.387969287700774,0.07689160128683259
1.2270644883632205,0.07067584710948666
2.303138613697598,0.06675496878102649
4.092859731566766,0.07815577932435669
-1.7185728361233374,0.09134523457674909
1.0976110862306956,0.07177001165002755
4.387969287700774,0.07689160128683259
1.2270644883632205,0.07067584710948666
2.303138613697598,0.06675496878102649
4.092859731566766,0.07815577932435669
-1.7185728361233374,0.09134523457674909
1.0976110862306956,0.07177001165002755
-0.17342233428832926,0.1011666383975876
4.387969287700774,0.07689160128683259
4.387969287700774,0.07689160128683259
8.847160725790605,0.013886159415331778
10.106318898013782,0.043889312171823125
8.847160725790605,0.013886159415331778
